"p","s_count","o_count","t","card","inverseCard"
"http://dbpedia.org/property/posX",1,1,1,1,1
"http://dbpedia.org/property/posicion",1,1,1,1,1
"http://dbpedia.org/property/postDoctoralAdvisor",1,1,1,1,1
"http://dbpedia.org/property/postGraduateInPhysicalEducationCity",1,1,1,1,1
"http://dbpedia.org/property/postnationality",2,2,2,1,1
"http://dbpedia.org/property/poyOffense",2,2,2,1,1
"http://dbpedia.org/property/preReleaseDate",1,2,2,2,1
"http://dbpedia.org/property/prededed",1,2,2,2,1
"http://dbpedia.org/property/premierLeagueChampion",1,1,1,1,1
"http://dbpedia.org/property/preparator",1,1,1,1,1
"http://dbpedia.org/property/presentChairman",1,1,1,1,1
"http://dbpedia.org/property/presentDay",1,1,1,1,1
"http://dbpedia.org/property/presentStatus",1,1,1,1,1
"http://dbpedia.org/property/presidentAndHeadOfSchool",1,1,1,1,1
"http://dbpedia.org/property/presidentOfHockeyOperations",1,1,1,1,1
"http://dbpedia.org/property/presidentmen",1,1,1,1,1
"http://dbpedia.org/property/presidentsAward",1,1,1,1,1
"http://dbpedia.org/property/previousGround",1,1,1,1,1
"http://dbpedia.org/property/previousHeadTeacher",1,1,1,1,1
"http://dbpedia.org/property/previousProducers",1,2,2,2,1
"http://dbpedia.org/property/previousSuperintendent",1,1,1,1,1
"http://dbpedia.org/property/previousWork",1,1,1,1,1
"http://dbpedia.org/property/previousowner",1,1,1,1,1
"http://dbpedia.org/property/primaryDeveloper",1,1,1,1,1
"http://dbpedia.org/property/primeTime",1,1,1,1,1
"http://dbpedia.org/property/principalPhotographer",1,1,1,1,1
"http://dbpedia.org/property/proBeachVolleyball",1,2,2,2,1
"http://dbpedia.org/property/producingCompany",1,1,1,1,1
"http://dbpedia.org/property/productionCoOrdinators",1,1,1,1,1
"http://dbpedia.org/property/professionalReviews",1,1,1,1,1
"http://dbpedia.org/property/programmiersprache",1,1,1,1,1
"http://dbpedia.org/property/projectManagement",1,1,1,1,1
"http://dbpedia.org/property/promotor",2,2,2,1,1
"http://dbpedia.org/property/pronunctiation",1,1,1,1,1
"http://dbpedia.org/property/protectedRelic",1,1,1,1,1
"http://dbpedia.org/property/provincialTeam",1,1,1,1,1
"http://dbpedia.org/property/ptaWebsite",1,1,1,1,1
"http://dbpedia.org/property/ptcbg",4,2,4,1,2
"http://dbpedia.org/property/pubLocation",1,1,1,1,1
"http://dbpedia.org/property/publishedBy",2,2,2,1,1
"http://dbpedia.org/property/pushpinsMap",1,1,1,1,1
"http://dbpedia.org/property/pushpniMap",1,1,1,1,1
"http://dbpedia.org/property/q3b",5,4,5,1,1
"http://dbpedia.org/property/qf",1,6,6,6,1
"http://dbpedia.org/property/qsf1Team",1,2,2,2,1
"http://dbpedia.org/property/qsf2Details",1,1,1,1,1
"http://dbpedia.org/property/quarterfinals",34,2,34,1,17
"http://dbpedia.org/property/r15c",1,2,2,2,1
"http://dbpedia.org/property/r17c",1,2,2,2,1
"http://dbpedia.org/property/r3t3s",2,5,5,2,1
"http://dbpedia.org/property/raNtupdate",1,1,1,1,1
"http://dbpedia.org/property/race41st",7,5,7,1,1
"http://dbpedia.org/property/race4Pole",7,6,7,1,1
"http://dbpedia.org/property/race52nd",6,3,6,1,2
"http://dbpedia.org/property/visitorQuarter",11,8,26,2,3
"http://dbpedia.org/property/visualEffectsBy",1,1,1,1,1
"http://dbpedia.org/property/vocation",1,1,1,1,1
"http://dbpedia.org/property/volcanoes",1,1,1,1,1
"http://dbpedia.org/property/vollWom",1,1,1,1,1
"http://dbpedia.org/property/vpAcademic",1,1,1,1,1
"http://dbpedia.org/property/vpForAcademics",1,1,1,1,1
"http://dbpedia.org/property/vpaa",1,1,1,1,1
"http://dbpedia.org/property/wJudo",3,7,20,6,2
"http://dbpedia.org/property/wTaekwd",3,8,22,7,2
"http://dbpedia.org/property/wardnumber",1,1,1,1,1
"http://dbpedia.org/property/waterScreen",1,1,1,1,1
"http://dbpedia.org/property/waterfalls",1,4,4,4,1
"http://dbpedia.org/property/watershedMetric",1,1,1,1,1
"http://dbpedia.org/property/wdpa",3,3,3,1,1
"http://dbpedia.org/property/weakDefenceTeam",3,4,4,1,1
"http://dbpedia.org/property/webacast",1,2,2,2,1
"http://dbpedia.org/property/weblink",1,1,1,1,1
"http://dbpedia.org/property/websIte",1,1,1,1,1
"http://dbpedia.org/property/websiteGroup",1,1,1,1,1
"http://dbpedia.org/property/websiteOpenSourceVersion",1,1,1,1,1
"http://dbpedia.org/property/websiteOwner",1,1,1,1,1
"http://dbpedia.org/property/websitePreparedBy",1,1,1,1,1
"http://dbpedia.org/property/websiteShawnChrys.com",1,1,1,1,1
"http://dbpedia.org/property/week1026Color",17,4,25,1,6
"http://dbpedia.org/property/week1027Color",17,4,26,1,6
"http://dbpedia.org/property/week1128Color",16,4,22,1,5
"http://dbpedia.org/property/week1231Color",4,3,4,1,1
"http://dbpedia.org/property/week1326Color",17,3,25,1,8
"http://dbpedia.org/property/week1329Color",17,4,21,1,5
"http://dbpedia.org/property/week1334Color",4,2,4,1,2
"http://dbpedia.org/property/week1532Color",3,1,3,1,3
"http://dbpedia.org/property/week1627Color",16,4,22,1,5
"http://dbpedia.org/property/week1711Color",37,4,50,1,12
"http://dbpedia.org/property/week1815Color",26,3,33,1,11
"http://dbpedia.org/property/week1829Color",10,4,13,1,3
"http://dbpedia.org/property/week1923Color",16,3,22,1,7
"http://dbpedia.org/property/week193Color",19,2,20,1,10
"http://dbpedia.org/property/week195Color",20,3,25,1,8
"http://dbpedia.org/property/week2016Color",15,2,16,1,8
"http://dbpedia.org/property/week2021Color",9,3,9,1,3
"http://dbpedia.org/property/week2024Color",8,4,10,1,2
"http://dbpedia.org/property/week205Color",17,2,19,1,9
"http://dbpedia.org/property/week20date",20,18,24,1,1
"http://dbpedia.org/property/week2125Color",2,1,2,1,2
"http://dbpedia.org/property/week2215Color",2,2,3,1,1
"http://dbpedia.org/property/week228Color",18,4,25,1,6
"http://dbpedia.org/property/week2310Color",2,2,3,1,1
"http://dbpedia.org/property/week2317Color",2,2,2,1,1
"http://dbpedia.org/property/week244Color",2,1,2,1,2
"http://dbpedia.org/property/week2511Color",1,1,1,1,1
"http://dbpedia.org/property/week251Color",1,1,1,1,1
"http://dbpedia.org/property/week528Color",18,3,30,1,10
"http://dbpedia.org/property/week931Color",4,2,4,1,2
"http://dbpedia.org/property/werbeagentur",1,1,1,1,1
"http://dbpedia.org/property/westChampionCoach",18,10,18,1,1
"http://dbpedia.org/property/westCoach",8,6,8,1,1
"http://dbpedia.org/property/westCoastOfTheUnitedStatesImageSize",1,1,1,1,1
"http://dbpedia.org/property/wgpbg",1,1,1,1,1
"http://dbpedia.org/property/whiteshorts",1,1,1,1,1
"http://dbpedia.org/property/whoNominate",1,1,1,1,1
"http://dbpedia.org/property/widescore",3,1,3,1,3
"http://dbpedia.org/property/wikitionaryEntry",5,5,5,1,1
"http://dbpedia.org/property/willedPlace",1,1,1,1,1
"http://dbpedia.org/property/wingAreaMain",1,1,1,1,1
"http://dbpedia.org/property/wingMore2Main",1,1,1,1,1
"http://dbpedia.org/property/winnerOfIssJungleSeMujheBachao",1,1,1,1,1
"http://dbpedia.org/property/winsForfeited",2,2,2,1,1
"http://dbpedia.org/property/winsforfeited",3,2,3,1,1
"http://dbpedia.org/property/wit",2,2,2,1,1
"http://dbpedia.org/property/withdrawals",1,1,1,1,1
"http://dbpedia.org/property/wlafstatlabel",1,3,3,3,1
"http://dbpedia.org/property/woe",1,1,1,1,1
"http://dbpedia.org/property/womenReligious",2,2,2,1,1
"http://dbpedia.org/property/womensMargin",1,1,1,1,1
"http://dbpedia.org/property/womensReserveWinner",1,1,1,1,1
"http://dbpedia.org/property/womensWinningTime",1,1,1,1,1
"http://dbpedia.org/property/workedOn",1,6,6,6,1
"http://dbpedia.org/property/workshops",1,1,1,1,1
"http://dbpedia.org/property/worldGamesBest",11,6,11,1,1
"http://dbpedia.org/property/worldPlaceQ",56,29,112,2,3
"http://dbpedia.org/property/worldWins",1,1,1,1,1
"http://dbpedia.org/property/worldseries",127,2,127,1,63
"http://dbpedia.org/property/writtenPress",1,1,1,1,1
"http://dbpedia.org/property/wugMedals",1,1,1,1,1
"http://dbpedia.org/property/y2title",1,1,1,1,1
"http://dbpedia.org/property/yEars",1,1,1,1,1
"http://dbpedia.org/property/year14start",1,1,1,1,1
"http://dbpedia.org/property/year3finish",1,1,1,1,1
"http://dbpedia.org/property/yearGraduatated",1,1,1,1,1
"http://dbpedia.org/property/yearHead",1,2,2,2,1
"http://dbpedia.org/property/yearOfRelease",1,1,1,1,1
"http://dbpedia.org/property/yearas",1,1,1,1,1
"http://dbpedia.org/property/yearbult",1,1,1,1,1
"http://dbpedia.org/property/yearretired",1,1,1,1,1
"http://dbpedia.org/property/yearsactice",1,1,1,1,1
"http://dbpedia.org/property/yearsofoperation",1,1,1,1,1
"http://dbpedia.org/property/yeqrs",1,1,1,1,1
"http://dbpedia.org/property/youtubeChannel",2,2,2,1,1
"http://dbpedia.org/property/zeegoldn",1,1,1,1,1
"http://dbpedia.org/property/zellacode",1,1,1,1,1
"http://dbpedia.org/property/zigbee",1,1,1,1,1
"http://dbpedia.org/property/zone2Appearances",6,4,6,1,1
"http://dbpedia.org/property/zoneRepresented",1,1,1,1,1
"http://dbpedia.org/property/secondName",4,3,4,1,1
"http://dbpedia.org/property/secondaryPrinciple",1,1,1,1,1
"http://dbpedia.org/property/secretaryStudentMovement",1,1,1,1,1
"http://dbpedia.org/property/segmentProfucer",1,1,1,1,1
"http://dbpedia.org/property/semiFinalGameScore",2,1,2,1,2
"http://dbpedia.org/property/senatePartyLeader",2,12,12,6,1
"http://dbpedia.org/property/senatePresidentTerm",2,5,5,2,1
"http://dbpedia.org/property/senatorOf",1,1,1,1,1
"http://dbpedia.org/property/seniorAssistantCoCurricular",1,1,1,1,1
"http://dbpedia.org/property/seniorStatus",1,1,1,1,1
"http://dbpedia.org/property/seriesep",1,301,301,301,1
"http://dbpedia.org/property/session5Type",2,1,2,1,2
"http://dbpedia.org/property/session6start",2,1,2,1,2
"http://dbpedia.org/property/sf1Seed",11,5,22,2,4
"http://dbpedia.org/property/sf1matchno",3,1,3,1,3
"http://dbpedia.org/property/sf1special",1,1,1,1,1
"http://dbpedia.org/property/sf1venue",3,5,6,2,1
"http://dbpedia.org/property/sf2Seed",11,6,22,2,3
"http://dbpedia.org/property/shellWeight",1,1,1,1,1
"http://dbpedia.org/property/shift",14,2,21,1,10
"http://dbpedia.org/property/shipClassification",1,1,1,1,1
"http://dbpedia.org/property/shipCompletedAs",1,1,1,1,1
"http://dbpedia.org/property/shipGalleries",1,1,1,1,1
"http://dbpedia.org/property/shipHead",1,1,1,1,1
"http://dbpedia.org/property/shipLoads",2,1,2,1,2
"http://dbpedia.org/property/shipNumber",1,1,1,1,1
"http://dbpedia.org/property/shipOriginalOwner",1,1,1,1,1
"http://dbpedia.org/property/shipPassengerCapacity",1,1,1,1,1
"http://dbpedia.org/property/shipRake",1,1,1,1,1
"http://dbpedia.org/property/shipRangeUnderPower",1,1,1,1,1
"http://dbpedia.org/property/shipTonsBurden",1,1,1,1,1
"http://dbpedia.org/property/shipTransportConversion",1,1,1,1,1
"http://dbpedia.org/property/shipsCaptain",1,1,1,1,1
"http://dbpedia.org/property/shopNamesake",1,1,1,1,1
"http://dbpedia.org/property/shoreSettlement",1,1,1,1,1
"http://dbpedia.org/property/shortsummy",1,1,1,1,1
"http://dbpedia.org/property/shoryDescription",1,1,1,1,1
"http://dbpedia.org/property/shotgun",2,1,2,1,2
"http://dbpedia.org/property/shoulders",2,2,2,1,1
"http://dbpedia.org/property/showSong",1,1,1,1,1
"http://dbpedia.org/property/showgroundline",1,1,1,1,1
"http://dbpedia.org/property/showtitle",4,1,4,1,4
"http://dbpedia.org/property/shutdown",2,2,2,1,1
"http://dbpedia.org/property/shuttertype",2,2,2,1,1
"http://dbpedia.org/property/silom",1,1,1,1,1
"http://dbpedia.org/property/silvercga",240,28,241,1,8
"http://dbpedia.org/property/simpson",6,6,6,1,1
"http://dbpedia.org/property/singerOfThemeSong",3,3,3,1,1
"http://dbpedia.org/property/sisterWebsite",2,1,2,1,2
"http://dbpedia.org/property/sitioWeb",3,3,3,1,1
"http://dbpedia.org/property/sixth",4,4,4,1,1
"http://dbpedia.org/property/sjem",16,23,30,1,1
"http://dbpedia.org/property/sketches",59,4548,4916,83,1
"http://dbpedia.org/property/skillsRequired",1,3,3,3,1
"http://dbpedia.org/property/sleeveDesign",3,3,3,1,1
"http://dbpedia.org/property/slotMachines",1,1,1,1,1
"http://dbpedia.org/property/sobrenombre",1,1,1,1,1
"http://dbpedia.org/property/softOpeningDate",1,1,1,1,1
"http://dbpedia.org/property/softwareType",1,1,1,1,1
"http://dbpedia.org/property/solarCpvConcentration",2,2,2,1,1
"http://dbpedia.org/property/sommelier",1,1,1,1,1
"http://dbpedia.org/property/songsComposedBy",1,1,1,1,1
"http://dbpedia.org/property/sore",1,4,4,4,1
"http://dbpedia.org/property/soundDepartment",1,2,2,2,1
"http://dbpedia.org/property/soundStudios",1,1,1,1,1
"http://dbpedia.org/property/sourceCodeAvailable",1,1,1,1,1
"http://dbpedia.org/property/sourceDistrictType",2,1,2,1,2
"http://dbpedia.org/property/sourceLatitude",13,12,13,1,1
"http://dbpedia.org/property/sourceLocalization",1,1,1,1,1
"http://dbpedia.org/property/sourcePrincipaleLocalisation",1,1,1,1,1
"http://dbpedia.org/property/southWinner",1,1,1,1,1
"http://dbpedia.org/property/spavoice",1,1,1,1,1
"http://dbpedia.org/property/specialEffectsSupervisor",1,1,1,1,1
"http://dbpedia.org/property/specializedFacilities",1,1,1,1,1
"http://dbpedia.org/property/sph",13,28,55,4,1
"http://dbpedia.org/property/sphrases",1,1,1,1,1
"http://dbpedia.org/property/spitzname",1,1,1,1,1
"http://dbpedia.org/property/splitAlbums",2,2,2,1,1
"http://dbpedia.org/property/spokeperson",1,1,1,1,1
"http://dbpedia.org/property/sport11Wom",1,1,1,1,1
"http://dbpedia.org/property/sport4Wom",1,1,1,1,1
"http://dbpedia.org/property/sport7Men",2,2,2,1,1
"http://dbpedia.org/property/sport8Boys",1,1,1,1,1
"http://dbpedia.org/property/sprat",1,1,1,1,1
"http://dbpedia.org/property/sr.Producer",1,1,1,1,1
"http://dbpedia.org/property/srViceChairman",1,1,1,1,1
"http://dbpedia.org/property/src",1,1,1,1,1
"http://dbpedia.org/property/stacked",1,1,1,1,1
"http://dbpedia.org/property/staff/faculty",1,1,1,1,1
"http://dbpedia.org/property/staffProfile",1,1,1,1,1
"http://dbpedia.org/property/stage1runnerup",16,8,16,1,2
"http://dbpedia.org/property/stage2runnerupManager",16,14,16,1,1
"http://dbpedia.org/property/stageraceoverall",94,21,94,1,4
"http://dbpedia.org/property/standingsOverall",23,4,23,1,5
"http://dbpedia.org/property/standort",7,7,7,1,1
"http://dbpedia.org/property/startingYear",1,1,1,1,1
"http://dbpedia.org/property/stat10value",1,1,1,1,1
"http://dbpedia.org/property/stat9value",1,1,1,1,1
"http://dbpedia.org/property/statcareer",1,1,1,1,1
"http://dbpedia.org/property/stateElectoralDistrict",1,1,1,1,1
"http://dbpedia.org/property/stateProvince",1,1,1,1,1
"http://dbpedia.org/property/stateSenate&House",1,1,1,1,1
"http://dbpedia.org/property/stationType",3,2,3,1,1
"http://dbpedia.org/property/steals",1,1,1,1,1
"http://dbpedia.org/property/stipecharacteR",1,1,1,1,1
"http://dbpedia.org/property/storageNote",1,1,1,1,1
"http://dbpedia.org/property/storyDevelopment",2,2,2,1,1
"http://dbpedia.org/property/storyscreenplay",1,1,1,1,1
"http://dbpedia.org/property/stride",1,11,11,11,1
"http://dbpedia.org/property/structuralEng.",1,1,1,1,1
"http://dbpedia.org/property/studentLabel",1,1,1,1,1
"http://dbpedia.org/property/stuntDirector",1,1,1,1,1
"http://dbpedia.org/property/stuntDouble",1,1,1,1,1
"http://dbpedia.org/property/subContractors",1,1,1,1,1
"http://dbpedia.org/property/subStations",1,1,1,1,1
"http://dbpedia.org/property/subfamilyAuthority",1,1,1,1,1
"http://dbpedia.org/property/subphyla",1,1,1,1,1
"http://dbpedia.org/property/subside",1,2,2,2,1
"http://dbpedia.org/property/subsidiairies",1,1,1,1,1
"http://dbpedia.org/property/substations",1,1,1,1,1
"http://dbpedia.org/property/succeedBy",1,1,1,1,1
"http://dbpedia.org/property/sudden",2,1,2,1,2
"http://dbpedia.org/property/sudseats",2,2,2,1,1
"http://dbpedia.org/property/suivante",52,55,56,1,1
"http://dbpedia.org/property/sukhumvit",2,1,2,1,2
"http://dbpedia.org/property/sultan",1,1,1,1,1
"http://dbpedia.org/property/superfund",1,1,1,1,1
"http://dbpedia.org/property/supervisoryBoardChairman",1,1,1,1,1
"http://dbpedia.org/property/supportedPlatformsOs",1,3,3,3,1
"http://dbpedia.org/property/supportingActor",1,1,1,1,1
"http://dbpedia.org/property/supportingCharTeam",2,3,3,1,1
"http://dbpedia.org/property/supranational",16,8,16,1,2
"http://dbpedia.org/property/surfaceAccuracy",1,1,1,1,1
"http://dbpedia.org/property/suspensionDate",1,1,1,1,1
"http://dbpedia.org/property/svbChan",1,1,1,1,1
"http://dbpedia.org/property/syncSound&SoundDesign",1,1,1,1,1
"http://dbpedia.org/property/synoynms",3,3,3,1,1
"http://dbpedia.org/property/t20debutvenue",8,5,8,1,1
"http://dbpedia.org/property/t2l",1,1,1,1,1
"http://dbpedia.org/property/t2w",1,1,1,1,1
"http://dbpedia.org/property/placeOfDeah",1,1,1,1,1
"http://dbpedia.org/property/placeOfSamadhi",1,1,1,1,1
"http://dbpedia.org/property/playoffties",1,1,1,1,1
"http://dbpedia.org/property/playwright",2,2,2,1,1
"http://dbpedia.org/property/polarisw",1,1,1,1,1
"http://dbpedia.org/property/poleRider350Bike",34,5,34,1,6
"http://dbpedia.org/property/populationDensityKmW2WW",1,1,1,1,1
"http://dbpedia.org/property/port.hu",2,2,2,1,1
"http://dbpedia.org/property/postseson",1,2,2,2,1
"http://dbpedia.org/property/powersAnd",1,1,1,1,1
"http://dbpedia.org/property/precceedBy",1,1,1,1,1
"http://dbpedia.org/property/preemptionSynopsis",3,3,3,1,1
"http://dbpedia.org/property/presentingOrg",93,4,93,1,23
"http://dbpedia.org/property/prevConfLink",12,5,12,1,2
"http://dbpedia.org/property/previousBy",1,1,1,1,1
"http://dbpedia.org/property/previousProfession",1,1,1,1,1
"http://dbpedia.org/property/previousYear'sCompetition",1,1,1,1,1
"http://dbpedia.org/property/primaryHead",1,1,1,1,1
"http://dbpedia.org/property/primarySection",1,1,1,1,1
"http://dbpedia.org/property/priminister",1,1,1,1,1
"http://dbpedia.org/property/priorNonProfitName",1,1,1,1,1
"http://dbpedia.org/property/productionYearGas",3,3,3,1,1
"http://dbpedia.org/property/programer",1,3,3,3,1
"http://dbpedia.org/property/provogueRecordsProducer",1,1,1,1,1
"http://dbpedia.org/property/psaTier",5,3,5,1,1
"http://dbpedia.org/property/psychology",1,1,1,1,1
"http://dbpedia.org/property/publicanTypes",1,1,1,1,1
"http://dbpedia.org/property/purchased",1,1,1,1,1
"http://dbpedia.org/property/pushpinLablePosition",1,1,1,1,1
"http://dbpedia.org/property/pusphinLabelPosition",6,1,6,1,6
"http://dbpedia.org/property/pwo",1,1,1,1,1
"http://dbpedia.org/property/r20c",1,1,1,1,1
"http://dbpedia.org/property/r2m",1,1,1,1,1
"http://dbpedia.org/property/r5Length",2,1,2,1,2
"http://dbpedia.org/property/race8Pole",5,5,5,1,1
"http://dbpedia.org/property/raf",2,1,2,1,2
"http://dbpedia.org/property/rankingInTheWorld",2,2,2,1,1
"http://dbpedia.org/property/rb2Third",1,1,1,1,1
"http://dbpedia.org/property/rd1Score01aggregate",24,10,24,1,2
"http://dbpedia.org/property/rd1Score5a",10,9,10,1,1
"http://dbpedia.org/property/rd1Score7a",10,9,10,1,1
"http://dbpedia.org/property/rd1Team07Goals",6,5,8,1,1
"http://dbpedia.org/property/rd1Team32Goals",6,5,9,1,1
"http://dbpedia.org/property/rd1Team40Goals",6,4,9,1,2
"http://dbpedia.org/property/rd3Score3Agg",1,1,1,1,1
"http://dbpedia.org/property/rd3Time",5,10,10,2,1
"http://dbpedia.org/property/rd3score",4,8,8,2,1
"http://dbpedia.org/property/rd4Header",3,3,3,1,1
"http://dbpedia.org/property/rebuiltS",1,1,1,1,1
"http://dbpedia.org/property/recentDutyStations",1,1,1,1,1
"http://dbpedia.org/property/regional3CupBest",2,2,2,1,1
"http://dbpedia.org/property/reichsmatrikel",1,1,1,1,1
"http://dbpedia.org/property/reissues",4,4,4,1,1
"http://dbpedia.org/property/remainingcontestants",1,18,18,18,1
"http://dbpedia.org/property/reserveSg",3,3,3,1,1
"http://dbpedia.org/property/richardOwen,(ceo)Products",1,1,1,1,1
"http://dbpedia.org/property/roches",1,1,1,1,1
"http://dbpedia.org/property/rocketType",1,1,1,1,1
"http://dbpedia.org/property/rosterStatus",1,1,1,1,1
"http://dbpedia.org/property/row121Shift",1,1,1,1,1
"http://dbpedia.org/property/row132Colour",1,1,1,1,1
"http://dbpedia.org/property/row2Colour",1,1,1,1,1
"http://dbpedia.org/property/ruCoachyeareend",1,1,1,1,1
"http://dbpedia.org/property/ruYear13start",1,1,1,1,1
"http://dbpedia.org/property/ruYeareend",3,3,3,1,1
"http://dbpedia.org/property/runsConceded",1,1,1,1,1
"http://dbpedia.org/property/sBackup",14,13,14,1,1
"http://dbpedia.org/property/sStarter",14,11,14,1,1
"http://dbpedia.org/property/saleplatinumsamount",1,1,1,1,1
"http://dbpedia.org/property/sarRating",1,1,1,1,1
"http://dbpedia.org/property/sbordo",2,1,2,1,2
"http://dbpedia.org/property/schollCoach",1,1,1,1,1
"http://dbpedia.org/property/schoolboardPresident",1,1,1,1,1
"http://dbpedia.org/property/scientificLevel",1,1,1,1,1
"http://dbpedia.org/property/screenplay&Dialogues",5,8,8,1,1
"http://dbpedia.org/property/season1PlayoffShots",1,1,1,1,1
"http://dbpedia.org/property/seatingChart",1,1,1,1,1
"http://dbpedia.org/property/secondDirector",1,1,1,1,1
"http://dbpedia.org/property/secondEppoCode",1,1,1,1,1
"http://dbpedia.org/property/secondPassengerSidecarB2bCountry",2,1,2,1,2
"http://dbpedia.org/property/secondRace4Time",3,3,3,1,1
"http://dbpedia.org/property/secretaryYouth",1,1,1,1,1
"http://dbpedia.org/property/secularPriests",3,3,3,1,1
"http://dbpedia.org/property/lider2Isim",1,1,1,1,1
"http://dbpedia.org/property/linkSubdivision",1,1,1,1,1
"http://dbpedia.org/property/list3m",1,5,5,5,1
"http://dbpedia.org/property/locationServices",6,2,6,1,3
"http://dbpedia.org/property/locationTitle",1,1,1,1,1
"http://dbpedia.org/property/loci3group",2,1,2,1,2
"http://dbpedia.org/property/lon44Deg",1,2,2,2,1
"http://dbpedia.org/property/longEs",1,1,1,1,1
"http://dbpedia.org/property/longueur",8,8,8,1,1
"http://dbpedia.org/property/lowestCrowd",1,1,1,1,1
"http://dbpedia.org/property/lugarDeMacimiento",1,1,1,1,1
"http://dbpedia.org/property/mTaekwd",3,8,21,7,2
"http://dbpedia.org/property/mTbltenn",3,8,24,8,3
"http://dbpedia.org/property/mainLocation",1,2,2,2,1
"http://dbpedia.org/property/majorBook",1,1,1,1,1
"http://dbpedia.org/property/majorfriends",2,4,4,2,1
"http://dbpedia.org/property/makeupDesign",1,1,1,1,1
"http://dbpedia.org/property/mandarinPinyin",1,1,1,1,1
"http://dbpedia.org/property/marginBottom",1,1,1,1,1
"http://dbpedia.org/property/matchday",1,6,6,6,1
"http://dbpedia.org/property/mausoleum",1,2,2,2,1
"http://dbpedia.org/property/maxAfterburningThrust/weight",1,1,1,1,1
"http://dbpedia.org/property/maxNegativeGForce",1,1,1,1,1
"http://dbpedia.org/property/maxPayload1b",1,1,1,1,1
"http://dbpedia.org/property/maxcrowd",4,4,4,1,1
"http://dbpedia.org/property/maximumIntake",1,1,1,1,1
"http://dbpedia.org/property/mediatype",4,4,6,1,1
"http://dbpedia.org/property/metropolitianCounty",1,1,1,1,1
"http://dbpedia.org/property/minimality",1,1,1,1,1
"http://dbpedia.org/property/minister2Ref",1,5,5,5,1
"http://dbpedia.org/property/minister6Termstart",1,1,1,1,1
"http://dbpedia.org/property/missionstatement",13,13,13,1,1
"http://dbpedia.org/property/mobileNo.",2,2,2,1,1
"http://dbpedia.org/property/modelsMade",1,1,1,1,1
"http://dbpedia.org/property/mohsScaleHardness",1,1,1,1,1
"http://dbpedia.org/property/monarchs",1,2,2,2,1
"http://dbpedia.org/property/mostConsecutiveCleanSheetsOpponent",10,2,10,1,5
"http://dbpedia.org/property/mostGoalsConceded",10,7,10,1,1
"http://dbpedia.org/property/mostGoalsMatchTeamTeam",10,10,10,1,1
"http://dbpedia.org/property/mostWahiyatPerson",1,1,1,1,1
"http://dbpedia.org/property/mothert",1,1,1,1,1
"http://dbpedia.org/property/motivateWinner",6,6,6,1,1
"http://dbpedia.org/property/mottotamil",1,1,1,1,1
"http://dbpedia.org/property/mouth1LatS",4,4,4,1,1
"http://dbpedia.org/property/movieType",1,1,1,1,1
"http://dbpedia.org/property/mtv%22hottestMcInTheGame%22n",1,1,1,1,1
"http://dbpedia.org/property/musicDirection",2,2,2,1,1
"http://dbpedia.org/property/muson",1,1,1,1,1
"http://dbpedia.org/property/naicsCode",1,1,1,1,1
"http://dbpedia.org/property/name5Explanation",1,2,2,2,1
"http://dbpedia.org/property/nameFirstAndLast",1,1,1,1,1
"http://dbpedia.org/property/nameHe",26,27,27,1,1
"http://dbpedia.org/property/nationalAthlete",12,1,12,1,12
"http://dbpedia.org/property/nationalPresident",3,3,3,1,1
"http://dbpedia.org/property/nationaltean",1,1,1,1,1
"http://dbpedia.org/property/nativeNameLang.",1,1,1,1,1
"http://dbpedia.org/property/nettLettableArea",1,1,1,1,1
"http://dbpedia.org/property/networkCreativeDirector",1,1,1,1,1
"http://dbpedia.org/property/newmagazine",1,1,1,1,1
"http://dbpedia.org/property/nflChampionships",1,1,1,1,1
"http://dbpedia.org/property/nitTournamentAppearances",1,1,1,1,1
"http://dbpedia.org/property/noOfTimesElected",1,1,1,1,1
"http://dbpedia.org/property/nomCarto",1,1,1,1,1
"http://dbpedia.org/property/note4RemoveArrow",1,1,1,1,1
"http://dbpedia.org/property/nuMBvolley",1,1,1,1,1
"http://dbpedia.org/property/numBooks",1,1,1,1,1
"http://dbpedia.org/property/numberOfPerformanceAreas",1,1,1,1,1
"http://dbpedia.org/property/numberOfSchools",1,1,1,1,1
"http://dbpedia.org/property/occupatiopn",1,1,1,1,1
"http://dbpedia.org/property/oldPrincipal",1,1,1,1,1
"http://dbpedia.org/property/onRideDvd",1,1,1,1,1
"http://dbpedia.org/property/openingFilm",1,1,1,1,1
"http://dbpedia.org/property/operatingRevenues",1,1,1,1,1
"http://dbpedia.org/property/orchestrationsAndAdditionalMusic",1,1,1,1,1
"http://dbpedia.org/property/originalTeam",1,1,1,1,1
"http://dbpedia.org/property/otherlinks",1,1,1,1,1
"http://dbpedia.org/property/otherstafflink",1,1,1,1,1
"http://dbpedia.org/property/outdated",1,1,1,1,1
"http://dbpedia.org/property/palvelualue",1,1,1,1,1
"http://dbpedia.org/property/paralympicFirst",4,3,4,1,1
"http://dbpedia.org/property/parkingSlots",1,1,1,1,1
"http://dbpedia.org/property/parralax",1,1,1,1,1
"http://dbpedia.org/property/part2Caption",3,3,3,1,1
"http://dbpedia.org/property/pastPrincipalConductors",1,1,1,1,1
"http://dbpedia.org/property/advences",1,1,1,1,1
"http://dbpedia.org/property/advisoryBoardMembers",1,1,1,1,1
